borough,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,379,37,,C7,133 AVENUE D,,10009,20,2,22,"3,481","14,588",1930,2,C7,"8,300,000",12/10/2018
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,387,119,,C7,620 EAST 6TH STREET,,10009,22,2,24,"3,445","13,546",1920,2,C7,"388,389",02/27/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,390,50,,C1,"209 EAST 7TH STREET, 1W",,10009,29,0,29,"3,900","18,099",1900,2,C1,0,11/30/2018
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,391,12,,C1,610 EAST 9TH STREET,,10009,24,0,24,"2,543","11,568",1910,2,C1,0,12/17/2018
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,393,23,,C7,632 EAST 11TH STREET,,10009,33,2,35,"4,740","19,980",1900,2,C7,"17,250,000",12/05/2018
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,399,24,,C1,230 EAST 4TH STREET,,10009,18,0,18,"4,616","18,690",1900,2,C1,"2,583,642",07/30/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,400,49,,C1,217 EAST 4TH ST,,10009,15,0,15,"2,380","6,685",1900,2,C1,"5,200,000",11/07/2018
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,401,15,,C5,510 EAST 6TH STREET,,10009,20,1,21,"4,845","13,854",1900,2,C5,"7,000,000",12/12/2018
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,402,1,,C7,94 AVENUE A,,10009,18,1,19,"2,763","9,156",1920,2,C7,"9,600,000",03/14/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,405,5,,C1,182-184 AVENUE A,,10009,32,0,32,"4,918","15,392",1920,2,C1,"11,500,000",07/02/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,406,27,,C4,"544 EAST 13 STREET, 2C",,10009,14,0,14,"2,468","10,888",1900,2,C4,"2,500",06/04/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,406,27,,C4,"544 EAST 13TH STREET, 4AB",,10009,14,0,14,"2,468","10,888",1900,2,C4,"2,500",06/04/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,406,27,,C4,"544 EAST 13TH STREET, GA",,10009,14,0,14,"2,468","10,888",1900,2,C4,"102,083",01/31/2019
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,372,12,,D9,278 EAST 3RD STREET,,10009,18,0,18,"5,095","26,780",1900,2,D9,"2,583,642",07/30/2019
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,373,43,,D3,321 EAST 3RD STREET,,10009,30,0,30,"5,770","23,640",2014,2,D3,0,05/29/2019
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,393,25,,D5,636-640 EAST 11TH STREET,,10009,30,0,30,"7,109","27,362",1985,2,D5,0,09/11/2019
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,393,46,,D1,379 EAST 10TH STREET,,10009,13,0,13,"2,369","8,493",2001,2,D1,"975,000",08/08/2019
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,406,48,,D9,531 EAST 12TH STREET,,10009,26,1,27,"5,163","29,960",2009,2,D9,"12,423,875",11/01/2018
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,406,48,,D9,531 EAST 12TH STREET,,10009,26,1,27,"5,163","29,960",2009,2,D9,"12,576,125",11/01/2018
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,406,48,,D9,531 EAST 12TH STREET,,10009,26,1,27,"5,163","29,960",2009,2,D9,0,11/01/2018
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,406,48,,D9,531 EAST 12TH STREET,,10009,26,1,27,"5,163","29,960",2009,2,D9,0,11/01/2018
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,406,48,,D9,531 EAST 12TH STREET,,10009,26,1,27,"5,163","29,960",2009,2,D9,0,11/01/2018
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,2,406,48,,D9,531 EAST 12TH STREET,,10009,26,1,27,"5,163","29,960",2009,2,D9,0,11/01/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,374,65,,C6,"309 EAST 4TH STREET, 1D",,10009,0,0,0,0,0,1900,2,C6,"25,423",04/30/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,376,16,,C6,"248 EAST 7TH STREET, 1,5,6",,10009,0,0,0,0,0,1928,2,C6,"970,000",03/19/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,376,18,,C6,"252 EAST 7TH STREET, 7-8",,10009,0,0,0,0,0,1928,2,C6,"699,000",12/19/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,376,19,,C6,"254 EAST 7TH STREET, 4",,10009,0,0,0,0,0,1910,2,C6,"560,000",04/25/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,377,59,,C6,"257 EAST 7TH STREET, 6",,10009,0,0,0,0,0,1900,2,C6,"690,000",07/25/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,377,62,,C6,"249 EAST 7TH STREET, 1",,10009,0,0,0,0,0,2001,2,C6,"399,000",02/01/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,377,62,,C6,"249 EAST 7TH STREET, 10",,10009,0,0,0,0,0,2001,2,C6,"619,000",12/10/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,377,67,,C6,"241 EAST 7TH STREET, 2A",,10009,0,0,0,0,0,1900,2,C6,"800,000",11/29/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,379,15,,C6,"414 EAST 10TH STREET, 2C",,10009,0,0,0,0,0,1930,2,C6,"305,000",09/24/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,379,15,,C6,"412-414 EAST 10TH STREET, 3C",,10009,0,0,0,0,0,1930,2,C6,"295,000",08/19/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,379,15,,C6,"414 EAST 10 STREET, 5A",,10009,0,0,0,0,0,1930,2,C6,"479,500",10/29/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,379,48,,C6,"733 EAST 9TH STREET, 3D",,10009,0,0,0,0,0,1900,2,C6,"114,736",05/15/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,387,37,,C6,"55 AVENUE C, 24",,10009,0,0,0,0,0,1900,2,C6,"599,000",06/03/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,389,21,,C6,"206 EAST 7TH, 6",,10009,0,0,0,0,0,1900,2,C6,"461,000",05/10/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,389,30,,C6,"224 EAST 7TH STREET, 13",,10009,0,0,0,0,0,1950,2,C6,"995,000",10/24/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,389,30,,C6,"224 EAST 7TH STREET, 1",,10009,0,0,0,0,0,1950,2,C6,"409,000",10/09/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,391,14,,C6,"618 EAST 9TH STREET, 5W",,10009,0,0,0,0,0,1910,2,C6,"355,000",07/25/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,391,14,,C6,"618 EAST 9TH STREET, 4W",,10009,0,0,0,0,0,1910,2,C6,"350,000",01/22/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,391,14,,C6,"618 EAST 9TH STREET, 5W",,10009,0,0,0,0,0,1910,2,C6,"256,000",10/31/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,391,48,,C6,"323 EAST 8TH STREET, 1B",,10009,0,0,0,0,0,1910,2,C6,"960,000",08/20/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,391,48,,C6,"323 EAST 8TH STREET, 4C",,10009,0,0,0,0,0,1910,2,C6,"370,000",06/21/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,391,56,,C6,"307 EAST 8TH STREET, 5A",,10009,0,0,0,0,0,1900,2,C6,"810,000",07/16/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,394,52,,C6,"633 EAST 11TH STREET, 19",,10009,0,0,0,0,0,1937,2,C6,"545,000",01/18/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,396,20,,C6,"634 EAST 14TH STREET, 11",,10009,0,0,0,0,0,1920,2,C6,"424,000",04/04/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,396,20,,C6,"636 EAST 14TH STREET, 3",,10009,0,0,0,0,0,1920,2,C6,"421,000",01/31/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,400,45,,C6,"225 EAST 4TH STREET, 14",,10009,0,0,0,0,0,1937,2,C6,0,09/12/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,400,45,,C6,"225 EAST 4TH STREET, 1",,10009,0,0,0,0,0,1937,2,C6,"525,000",08/06/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,400,47,,C6,"223 EAST 4TH STREET, 16",,10009,0,0,0,0,0,1937,2,C6,"695,000",07/12/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,400,47,,C6,"223 EAST 4TH STREET, 19-20",,10009,0,0,0,0,0,1937,2,C6,"1,150,000",06/25/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,404,21,,C6,"534 EAST 11TH STREET, 5",,10009,0,0,0,0,0,1920,2,C6,"350,000",04/17/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,406,18,,C6,"524 EAST 13TH STREET, B4",,10009,0,0,0,0,0,1925,2,C6,"455,000",01/24/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,406,50,,C6,"527 EAST 12TH STREET, MW",,10009,0,0,0,0,0,1901,2,C6,"285,000",10/29/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,406,50,,C6,"527 EAST 12 STREET, A2",,10009,0,0,0,0,0,1901,2,C6,"375,000",10/09/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,406,61,,C6,"507 EAST 12TH STREET, 1C",,10009,0,0,0,0,0,1900,2,C6,"620,000",11/08/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2,406,61,,C6,"507 EAST 12TH STREET, 3C",,10009,0,0,0,0,0,1900,2,C6,"940,000",10/31/2018
1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,382,100,,D4,"411 EAST 10TH STREET, 24B",,10009,0,0,0,0,0,1950,2,D4,"30,112",08/29/2019
1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,382,100,,D4,"170 AVENUE C, 3E",,10009,0,0,0,0,0,1950,2,D4,"31,241",06/10/2019
1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,385,56,,D4,"226 EAST 2ND STREET, 1D",,10009,0,0,0,0,0,1900,2,D4,"1,199,000",07/18/2019
1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,386,36,,D0,"300 EAST 4TH STREET, 4B",,10009,0,0,0,0,0,1940,2,D0,"960,000",08/08/2019
1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,386,36,,D0,"300 EAST 4TH STREET, 4D",,10009,0,0,0,0,0,1940,2,D0,"850,000",04/05/2019
1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,386,58,,D4,"223-25 EAST 3 STREET, 2A",,10009,0,0,0,0,0,1900,2,D4,"585,000",06/28/2019
1,ALPHABET CITY,10 COOPS - ELEVATOR APARTMENTS,2,398,8,,D4,"160 EAST 3RD STREET, 3D",,10009,0,0,0,0,0,1940,2,D4,"1,050,000",09/20/2019
1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,398,1009,,R2,182 EAST 2ND STREET,2B,10009,0,0,0,0,553,0,2,R2,0,11/09/2018
1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,398,1020,,R2,"182 EAST 2ND STREET, 3F",3F,10009,0,0,0,0,723,0,2,R2,0,07/12/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,373,1008,,R4,"324 EAST 4TH STREET, 5B",5B,10009,0,0,0,0,588,1920,2,R4,"810,000",09/20/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,373,1009,,R4,"324 EAST 4TH STREET, 6A",6A,10009,0,0,0,0,605,1920,2,R4,"847,000",03/27/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,375,1017,,R4,"754 EAST 6TH STREET, 5A",5A,10009,0,0,0,0,955,0,2,R4,"1,095,000",04/11/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1005,,R4,"399 EAST 8TH STREET, 2C",2C,10009,0,0,0,0,495,2014,2,R4,"710,000",03/25/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1009,,R4,"399 EAST 8TH STREET, 3C",3C,10009,0,0,0,0,495,2014,2,R4,0,03/07/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1010,,R4,399 EAST 8TH STREET,3D,10009,0,0,0,0,733,2014,2,R4,"1,016,213",10/09/2018
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1012,,R4,"399 EAST 8TH STREET, 4B",4B,10009,0,0,0,0,481,2014,2,R4,0,03/07/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1021,,R4,"399 EAST 8TH STREET, 6C",6C,10009,0,0,0,0,495,2014,2,R4,0,03/07/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1022,,R4,"399 EAST 8TH STREET, 6D",6D,10009,0,0,0,0,733,2014,2,R4,0,03/07/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1023,,R4,"399 EAST 8TH STREET, 7A",7A,10009,0,0,0,0,669,2014,2,R4,0,02/19/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1024,,R4,"399 EAST 8TH STREET, 7B",7B,10009,0,0,0,0,481,2014,2,R4,0,02/19/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1025,,R4,"399 EAST 8TH STREET, 7C",7C,10009,0,0,0,0,495,2014,2,R4,0,02/19/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,384,1205,,R4,"310 EAST HOUSTON STREET, 3C",3C,10002,0,0,0,0,931,2005,2,R4,"1,062,500",07/19/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,384,1210,,R4,"310 EAST HOUSTON STREET, 4B",4B,10002,0,0,0,0,601,2005,2,R4,"950,000",07/18/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1009,,R4,"143 AVENUE B, 3D",3D,10009,0,0,0,0,852,1928,2,R4,"999,999",07/29/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,394,1532,,R4,189 AVENUE C,9B,10009,0,0,0,0,"1,124",1910,2,R4,"1,270,000",11/30/2018
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,396,1007,,R4,215 AVENUE B,1007,10009,0,0,0,0,528,2008,2,R4,"685,000",10/25/2018
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,397,1113,,R4,"240 EAST HOUSTON STREET, 4E",4E,10002,0,0,0,0,"1,000",0,2,R4,"1,305,000",02/05/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,402,1325,,R4,"100 AVENUE A, 6D",6D,10009,0,0,0,0,"1,022",2014,2,R4,"1,440,000",05/31/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,405,1311,,R4,"525 EAST 11TH STREET, 4D",4D,10009,0,0,0,0,433,1965,2,R4,0,04/29/2019
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,405,1324,,R4,"525 EAST 11TH STREET, 7A",7A,10009,0,0,0,0,"1,039",1965,2,R4,"1,549,000",05/03/2019
1,ALPHABET CITY,17 CONDO COOPS,2,389,1003,,R9,"99 AVENUE B, 1C",,10009,0,0,0,0,0,1900,2,R9,"260,000",08/07/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2A,377,50,,C2,"275 EAST 7TH STREET, 3",,10009,5,0,5,"2,169","6,294",1900,2,C2,"1,175,000",08/06/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2A,377,50,,C2,"275 EAST 7TH STREET, GD",,10009,5,0,5,"2,169","6,294",1900,2,C2,"872,500",01/25/2019
1,ALPHABET CITY,14 RENTALS - 4-10 UNIT,2A,406,35,,S3,204 AVENUE B,,10009,3,1,4,"1,110","3,228",1929,2,S3,0,02/08/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,379,25,,C7,"434 EAST 10TH STREET, 4",,10009,7,1,8,"4,337","14,347",1920,2,C7,"1,550,000",05/22/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,384,16,,C4,223 EAST 2ND ST,,10009,6,1,7,"2,165","15,185",1900,2,C4,0,01/16/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,393,36,,C7,"169 AVENUE C, 3B",,10009,8,2,10,"1,909","7,437",1920,2,C7,"19,475",04/18/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,393,38,,C7,"165 AVENUE C, 5B",,10009,8,2,10,"1,916","7,485",1920,2,C7,"19,475",01/31/2019
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,400,17,,C4,522 EAST 5TH STREET,,10009,10,0,10,"2,348","6,812",1900,2,C4,0,10/17/2018
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,402,56,,C4,519 EAST 6TH STREET,,10009,10,0,10,"2,272","7,295",1920,2,C4,"5,250,000",06/07/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,377,54,,C6,"267 E 7TH STREET, 1",,10009,0,0,0,0,0,1920,2,C6,"915,600",05/20/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,389,2,,C6,"95 AVENUE B, 3",,10009,0,0,0,0,0,1900,2,C6,"2,075,000",06/12/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,389,48,,C6,"625 EAST 6TH STREET, 8",,10009,0,0,0,0,0,1910,2,C6,"675,000",06/25/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,389,50,,C6,"621 EAST 6TH STREET, 9",,10009,0,0,0,0,0,1920,2,C6,0,10/25/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,401,14,,C6,508 E 6 ST,,10009,0,0,0,0,0,1900,2,C6,"550,000",11/15/2018
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,401,22,,C6,"524 EAST 6TH STREET, 10",,10009,0,0,0,0,0,1900,2,C6,0,04/30/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,402,49,,C6,"533 EAST 6TH STREET, 6",,10009,0,0,0,0,0,1900,2,C6,"1,100,000",05/31/2019
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,2C,404,50,,C6,"311 EAST 10TH STREET, 5B",,10009,0,0,0,0,0,1900,2,C6,0,04/12/2019
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,377,1001,,R1,"366 EAST 8TH STREET, 1",1,10009,0,0,0,0,"1,020",0,2,R1,0,02/21/2019
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,377,1103,,R1,"259 EAST 7 STREET, 1B",1B,10009,0,0,0,0,"1,539",0,2,R1,0,03/15/2019
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,377,1105,,R1,"259 EAST 7TH STREET, 2B",2B,10009,0,0,0,0,"1,539",0,2,R1,"2,155,000",02/11/2019
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,377,1106,,R1,"259 EAST 7TH STREET, 3A",3A,10009,0,0,0,0,"2,476",0,2,R1,"3,000,000",02/14/2019
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,405,1001,,R1,"517 EAST 11TH STREET, 1",1,10009,0,0,0,0,"1,295",0,2,R1,"1,500,000",02/27/2019
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,405,1103,,R1,549 EAST 11TH STREET,B1,10009,0,0,0,0,815,0,2,R1,"1,265,000",11/13/2018
1,ALPHABET CITY,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,387,1001,,R8,"67 AVENUE C, C1",C1,10009,0,0,0,0,"1,772",1951,2,R8,0,03/26/2019
1,ALPHABET CITY,22 STORE BUILDINGS,4,404,23,,K4,538 EAST 11TH STREET,,10009,1,1,2,"4,845","10,968",1904,4,K4,"16,250,000",10/25/2018
1,ALPHABET CITY,31 COMMERCIAL VACANT LAND,4,384,21,,V1,N/A EAST 2ND STREET,,0,0,0,0,"3,989",0,0,4,V1,0,12/19/2018
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,,700,1103,,,"550 WEST 29TH STREET, 2B",,0,0,0,0,0,0,0,2,R4,"3,469,075",09/25/2019
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,,700,1107,,,"550 WEST 29TH STREET, 3D",,0,0,0,0,0,0,0,2,R4,"3,063,553",09/26/2019
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,,700,1117,,,"550 WEST 29TH STREET, 10A",,0,0,0,0,0,0,0,2,R4,"3,809,780",09/26/2019
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,693,39,,S1,504 WEST 22ND STREET,,10011,1,1,2,"1,102","5,390",1910,1,S1,0,02/28/2019
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,693,39,,S1,504 WEST 22ND STREET,,10011,1,1,2,"1,102","5,390",1910,1,S1,0,02/28/2019
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,720,6,,A4,483 WEST 22ND STREET,,10011,1,0,1,"1,562","4,150",1901,1,A4,"6,725,000",09/03/2019
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,722,73,,A5,462 WEST 25TH STREET,,10001,1,0,1,"1,370","4,290",1970,1,A5,"5,500,000",12/18/2018
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,764,49,,A9,218 WEST 15TH STREET,,10011,1,0,1,"2,141","3,935",1910,1,A9,"2,421,900",05/22/2019
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,768,8,,A4,253 WEST 18TH STREET,,10011,1,0,1,"1,521","6,984",1901,1,A4,"12,709,140",04/11/2019
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,770,62,,A4,240 WEST 21ST STREET,,10011,1,0,1,"2,162","3,600",1901,1,A4,"6,350,000",10/19/2018
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,700,56,,S2,540 WEST 29TH STREET,,10001,2,1,3,"2,419","7,061",1910,1,S2,"9,675,000",03/13/2019
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,700,56,,S2,540 WEST 29TH STREET,,10001,2,1,3,"2,419","7,061",1910,1,S2,"9,675,000",03/13/2019
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,741,9,,B1,349 WEST 17TH STREET,,10011,2,0,2,"2,024","4,361",1900,1,B1,0,10/25/2018
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,744,22,,B3,329 WEST 20TH STREET,,10011,2,0,2,"1,104","2,460",1910,1,B3,0,12/27/2018
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,746,10,,B9,353 WEST 22ND STREET,,10011,2,0,2,"1,234","3,300",1901,1,B9,"4,800,000",01/03/2019
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,772,38,,B1,213 WEST 22ND STREET,,10011,2,0,2,"1,199","2,448",1901,1,B1,0,09/03/2019
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,774,80,,B9,278 WEST 25TH STREET,,10001,2,0,2,937,"2,052",1900,1,B9,"4,100,000",08/27/2019
1,CHELSEA,03 THREE FAMILY DWELLINGS,1,772,39,,C0,211 WEST 22ND STREET,,10011,3,0,3,847,"2,100",1901,1,C0,0,08/26/2019
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,719,57,,C5,414-424 WEST 22ND STREET,,10011,40,0,40,"12,215","24,415",1960,2,C5,0,12/31/2018
